#E_pot  E_kin  T  P
-2.186557e+02 1.021306e+02 4.094495e+01 9.044897e+05
-2.186426e+02 1.025317e+02 4.110576e+01 9.080420e+05
-2.186296e+02 1.017027e+02 4.077342e+01 9.007005e+05
-2.186165e+02 1.022503e+02 4.099294e+01 9.055497e+05
-2.186027e+02 1.013670e+02 4.063882e+01 8.977272e+05
-2.185885e+02 1.006781e+02 4.036263e+01 8.916260e+05
-2.185742e+02 1.011346e+02 4.054567e+01 8.956695e+05
-2.185596e+02 1.011864e+02 4.056642e+01 8.961277e+05
-2.185446e+02 1.009840e+02 4.048527e+01 8.943352e+05
-2.185281e+02 1.010774e+02 4.052273e+01 8.951626e+05
-2.185103e+02 1.015116e+02 4.069679e+01 8.990078e+05
-2.184920e+02 1.013282e+02 4.062326e+01 8.973835e+05
-2.184735e+02 1.007712e+02 4.039995e+01 8.924503e+05
-2.184542e+02 1.007822e+02 4.040437e+01 8.925480e+05
-2.184345e+02 1.008307e+02 4.042382e+01 8.929777e+05
-2.184151e+02 1.014607e+02 4.067637e+01 8.985567e+05
-2.183964e+02 1.018700e+02 4.084047e+01 9.021817e+05
-2.183783e+02 1.018304e+02 4.082460e+01 9.018311e+05
-2.183602e+02 1.011554e+02 4.055400e+01 8.958533e+05
-2.183410e+02 1.007812e+02 4.040398e+01 8.925393e+05
-2.183211e+02 1.011122e+02 4.053667e+01 8.954707e+05
-2.183003e+02 1.017850e+02 4.080641e+01 9.014292e+05
-2.182785e+02 1.014814e+02 4.068469e+01 8.987405e+05
-2.182558e+02 1.017570e+02 4.079516e+01 9.011809e+05
-2.182321e+02 1.016615e+02 4.075690e+01 9.003357e+05
-2.182078e+02 1.015569e+02 4.071496e+01 8.994092e+05
-2.181833e+02 1.018930e+02 4.084971e+01 9.023858e+05
-2.181587e+02 1.021878e+02 4.096790e+01 9.049966e+05
-2.181342e+02 1.020392e+02 4.090830e+01 9.036801e+05
-2.181099e+02 1.019290e+02 4.086415e+01 9.027048e+05
-2.180853e+02 1.022929e+02 4.101002e+01 9.059270e+05
-2.180605e+02 1.022084e+02 4.097614e+01 9.051787e+05
-2.180354e+02 1.028420e+02 4.123018e+01 9.107906e+05
-2.180098e+02 1.031771e+02 4.136449e+01 9.137575e+05
-2.179845e+02 1.030530e+02 4.131474e+01 9.126585e+05
-2.179596e+02 1.030031e+02 4.129475e+01 9.122168e+05
-2.179355e+02 1.030641e+02 4.131922e+01 9.127574e+05
-2.179119e+02 1.024656e+02 4.107927e+01 9.074568e+05
-2.178882e+02 1.023636e+02 4.103835e+01 9.065530e+05
-2.178646e+02 1.026455e+02 4.115138e+01 9.090497e+05
-2.178411e+02 1.026807e+02 4.116551e+01 9.093618e+05
-2.178176e+02 1.024324e+02 4.106593e+01 9.071622e+05
-2.177937e+02 1.023678e+02 4.104005e+01 9.065905e+05
